name,contact_number,contact_person,address,tin,customer_type_id,pricing_remarks
REYNALDO C. DAMAS,0925-818-8776/9228158948,,"NATIONAL HIGHWAY TAGUM CITY, DAVAO DEL NORTE",,1,
MGA.414 CORPORATION ,,,"LOT 1-A NAIA AVENUE, SAN DIONISIO PARAÑAQUE CITY",010-268-633,1,
Supreme Power Corporation C/O Edralin Tac-an,Cont.09171048414,,"Purok Garfin, Barangay Paraiso, Koronadal City.",,1,
NEWBLOC CONSTRUCTION INCORPORATED,,,"17th floor BA Lepanto Building, 8747 Paseo de Roxas, Makati",009-873-476,1,
MICHAEL TOH,,,4 homonhon st Magallanes village makati city,,1,
1-SUPREME TRACTOR AUTO PARTS SUPPLY,,,102 RIZAL AVENUE EXTENSION CALOOCAN CITY,103-549-588,1,
FACEBOOK-SHARP CHOICE PARTS,,,,,1,
FACEBOOK-W68 AUTO PARTS,,,,,1,
FLASH-HUB,,,FLASH,,1,
CANOPUS TRANSPORT INC,,,"17th floor BA Lepanto Building, 8747 Paseo de Roxas, Makati City",010-785-368,1,
NISSAN NV350 2020 ENGINE #YD25069557B,,CHASSIS #JN1CL4E26Z0016667 ,,,1,
SUPREME POWER CORPORATION,09359194732 Roberto T. Panimdim,,"Libudon Road, Prk. Lower Dawan, Brgy. Dawan Mati City, Davao Oriental",,1,
Southern Luzon Light Industry inc.,,,"unit 908 Cityland 10 tower 2, H.V. Dela Costa st., Bel-Air, City of Makati, NCR Fourth District Philippines 1209",009-608-874,1,
JEBINE ENGINE HOUSE,,,SAGAY CITY,,1,
Rogelio semillano,9109089679,,RIZAL LACSON ST Bacolod city,,1,
FMCSi,,,Pateros Manila,008-648-122,1,
PEPO,,,"SIV, Virac, Catanduanes",,1,
JAMES ONG,0918-9393938,,"7 Cicca St.,  North Town Homes Subdivision,  Cabancalan, Mandaue, Cebu",,1,
 IEP Trucking & General Services,,,Calamba City,211-140-141,1,
RL AUTOPARTS ,,,"Cabrera St,. Tandag City",939-013-223,1,
MMP Awards Specialist,,,,201-836-120,1,
Hanna Miniano,,,QUEZON CITY,,1,
Asaph Adigue,,,"Bacoor, Cavite",306-084-088,1,
JCA AUTO SHOP C/o Clint Del Rosario,9568219454,,NANCAYASAN URDANETA CITY PANGASINAN,,1,
Paul Acha c/o Kelvin Parreño ,Tel no. 09310525916,,"Car Care 101  Lot 26-32 Kamunsil St.  Brgy Villamonte   Bacolod city, neg occ ",,1,
ALL SENSOR NO WARRANTY,,,"Electrical parts are non-returnable. All sales are final. No refunds, exchanges, or returns will be accepted.",,1,
Universal Feedmill Corporation,,,"2nd flr. Adm bldg. Northroad, Consolacion, Cebu, Visayas, 6000",001-839-142,1,
Caroline Aguilar Penaranda/Christian Penaranda,,,,,1,
REMINDER THROTTLE BODY,,,"Reminder: New Throttle Body needs relearning or programming process, pls make sure your technician or programmer knows how to perform this procedure, this is a NON RETURNABLE item once installed, pls be guided  thank you",,1,
EDISON UY,9532107806,,"I. SANTIAGO BLVD., GENERAL SANTOS CITY",,1,
A.P Heavy equipment repair services co.,,,995 LOT 108B QUIRINO HIGHWAY NOVALICHES PROPER 1123 QUEZON CITY NCR SECOND DISTRICT PHIL.,641-886-607,1,
RJ AUTO SUPPLY,09079074330/09385897144,,"DOOR1 ,65 LUZURIAGA ST BRGY 25 , BACOLOD CITY",,1,
GIORDAN,,,SAN PABLO CITY,,1,
ALBERT SAMONTE,,,DAVAO CITY,,1,
Wilmer Magallanes,9399237226,,,,1,
"STELLAR AGRO-INDUSTRIES, INC",,,LIBURAN BAUNGON BUKIDNON CITY,655-123-609,1,
NARVA AUTO PART,,,CAGAYAN DE ORO CITY,446-119-227,1,
FORD EXPLORER 2012 V6 plate no: TIQ783,,,CHASSI-1FMHK8F89CGA27200,,1,
ERRIENE YU,,,PARANAQUE CITY,,1,
TOYOTA AVANZA 2013 1NR ,,,CHASSI-,,1,
CENTRAL UNIVERSAL CORPORATION C/O  Tarzanie Fin Kyamko ,9759750975,,Brgy. Apopong sinawal national highway   General Santos city      09759750975,,1,
Francis Recabo,9056858829,,"Olis street Barangay 4 Tanjay City, Poblacion Iv (Barangay 4), Tanjay City, Visayas, Negros Oriental, 6204",,1,
Samson Peña,,,Lipa city bats,,1,
TRIPLE K AUTO PARTS SUPPLY ,,,LUZURIAGA ST. GPM BUILDING BRGY 29 BACOLOD CITY,,1,
ONE ALLIANCE MOTOR SOURCE INC,,,1232 UNITED NATION AVE. PACO MANILA,008-128-899,1,
GOLDEN PHALANX ENTERPRISES ,,,GUSA CAGAYAN DE ORO CITY,937-710-653,1,
POET LOGISTICS SERVICES,,,"Blk 5 Lot 17, Rosedale Heights Subdivision Brgy. Poblacion, Malvar, Batangas",313-822-711,1,
Head Office -  Davao TRANSCYCLE YAMAHA BAJADA ,,," 2ND FLOOR, UNIT 1 & 2 GGO SUMMIT BLDG. JP LAUREL AVE. BAJADA DAVAO CITY",,1,
R&D Solar Power Engineering Services,,,"Zone 7, Brgy. Pag-asa, Bansud, Oriental Mindoro",452-167-553,1,
CHRISTOPHER MANGON,,,,,1,
AULS LOGISTIC INC,,,UNIT FINLANDIA RESIDENCE VOLTA STREET MAKATI,661-026-434,1,
FJK AUTO SUPPLY AND GENEARL MERCHANDISE,,,FJK BUILDING ALUNAN HIGHWAY TACURONG CITY RESTITUTA L. ARGUELES ,948-743-466,1,
Rasylane S. Maquilan,,,"Mankilam, Tagum City, Davao del Norte",768-200-710,1,
OCEANEERING CONTRACTORS PHILS INC.,,,ANGELES CITY PAMPANGA PHILIPPINES,000-414-021,1,
HANDIWORX MAX INC.,,,"GOVERNOR DRIVES LANGKAAN II 4114 CITY OF DASMARIÑAS CAVITE, PHILIPPINES",673-496-222,1,
power-up tires battery & auto supply corp.,082-225-0281 Contact Person: Larry Laran,,Chavez st. Davao City,,1,
MAXIE NAQILA,,,PETRON MARCOS ALVAREZ AVE. TALON 1 LAS PIÑAS,,1,
YASCO MOTOR PARTS CORPORATION ,0995-522-1019,,CMVCU COMPOUND SITIO LIBU TAYOD CONSOLATION CEBU CITY,,1,
INNOVA DAVAO RETURN ITEMS,,,,,1,
XPANDER NAW7400,,Ms. Sharmaine,,,1,
FREIGHT SEASTAR,,,,,1,
LUKE SO ( HILUX 2010),,,,,1,
MALALUAN AUTO PARTS,,,Binan laguna,182-140-198,1,
PHIL SALAMAT,,,,,1,
Machine-Aid Tech Phils. Inc.,,,"B7 L28 A. Posadas Ave. Don Juan Bayview Subd. Sucat, Muntinlupa",000-130-106,1,
ERNIE DUE,,,PARANAQUE CITY,,1,
